Technology,SiteCode,BSC_OR_RNCName,SiteName,Vendor,CityName,OMC,SiteType,Priority,Type,Region,OSV,ProposedRegion,Zone,MBU,Latitude,Longitude,_2G_OR_3G,Prime_OR_NotPrime,PMCLSiteIndoor_OR_Outdoor,GensetStatus,OMOColocation,CollocatedStatus,SitePowerProfileType,VLAN,Fixed/Non Fixed,Switch/Non Switch,P2P Links,PMP Links,MF Links,Total Links
2G,RWP7006,ISB004,RWP7006__Q_PCRWPGround_mini,Huawei,RAWALPINDI,Huawei,Bronze,Bronze,Micro,North,Mobiserve,R1,13.0,N1-RWP-03,33.5889,73.0563,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,685,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RWP7129,ISB004,RWP7129__Q_PCRWP4thFloorMini,Huawei,RAWALPINDI,Huawei,Bronze,Bronze,Micro,North,Mobiserve,R1,13.0,N1-RWP-03,33.5889,73.0563,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,685,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR2023,ISB007,RUR2023__S_GorakPur,Huawei,RAWALPINDI,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.4776,73.0333,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,776,Fixed Site,Non Switch,1,-   ,-   ,1
2G,HWY1848,ISB010,HWY1848__S_BagaShaikhan,Huawei,RAWALPINDI,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.4705,73.196,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,3065,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RWP7112,ISB004,RWP7112__T_PirwadaiMini,Huawei,RAWALPINDI,Huawei,Bronze,Bronze,Micro,North,Mobiserve,R1,13.0,N1-RWP-02,33.6313,73.0384,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,2247,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RWP1250,ISB007,RWP1250__S_Mazharabad,Huawei,RAWALPINDI,Huawei,Hub,Hub,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.6176,73.0448,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2247,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RWP1588,ISB005,RWP1588__S_Muslimtown2_PQ,Huawei,RAWALPINDI,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,13.0,N1-RWP-02,33.6327,73.0912,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,753,Fixed Site,Non Switch,1,-   ,-   ,1
2G,RWP1621,ISB005,RWP1621__S_Karimabad_PW,Huawei,RAWALPINDI,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-02,33.63,73.1019,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,753,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RWP2195,ISB004,RWP2195__H_ChoorChowk,Huawei,RAWALPINDI,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-ISB-05,33.609,73.0091,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2285,Fixed Site,Switch,5,1,-   ,6
2G,RWP1614,ISB007,RWP1614__S_AshrafColony,Huawei,RAWALPINDI,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.5604,73.0234,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,777,Fixed Site,Non Switch,1,-   ,-   ,1
2G,RWP0366,ISB007,RWP0366__S_BahriaPhase8,Huawei,RAWALPINDI,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.4908,73.1029,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/UFONE Guest,,,776,Fixed Site,Non Switch,2,-   ,-   ,2
2G,RWP0368,ISB005,RWP0368__S_JabbaTownIslamabad,Huawei,ISLAMABAD,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-02,33.6446,73.1205,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/TELENOR+CM-PAK Guest,,,753,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RWP0418,ISB007,RWP0418__S_LalarukhColony,Huawei,RAWALPINDI,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,13.0,N1-RWP-03,33.5589,73.0077,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/TELENOR+UFONE Guest,,,777,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RWP0354,ISB007,RWP0354__S_DHA2SectorE,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5307,73.1619,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,749,Fixed Site,Non Switch,2,-   ,-   ,2
2G,RWP0743,ISB007,RWP0743__S_DadhuShah,Huawei,RAWALPINDI,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,12.0,N1-RWP-01,33.5414,73.2796,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR+CM-PAK Guest,,,3065,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RWP7400,ISB004,RWP7400__P_FFC,Huawei,RAWALPINDI,Huawei,Bronze,Bronze,Micro,North,Mobiserve,R1,11.0,N1-RWP-03,33.5911,73.0556,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,687,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RWP0412,ISB007,RWP0412__S_BahriatownPhase8,Huawei,RAWALPINDI,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5188,73.0927,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,749,Fixed Site,Non Switch,1,-   ,-   ,1
2G,RUR0848,ISB010,RUR0848__S_Phalina,Huawei,KALLAR SYEDAN,Huawei,Platinum,Platinum,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.4032,73.3267,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2214,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR3182,ISB010,RUR3182__S_TakhtPari,Huawei,RAWALPINDI,Huawei,Bronze,Bronze,Macro,North,Mobiserve,R1,11.0,N1-RWP-01,33.4748,73.154,2G,Standby,Outdoor,Genset Installed,JAZZ,,,3065,Fixed Site,Non Switch,1,-   ,-   ,1
2G,RWP0419,ISB007,RWP0419__S_DHAPhse_II_B,Huawei,RAWALPINDI,Huawei,Elite,Elite,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5314,73.1486,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,749,Fixed Site,Non Switch,1,-   ,-   ,1
2G,RWP0474,ISB007,RWP0474__S_DHAPhase2H,Huawei,RAWALPINDI,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5184,73.1669,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,749,Fixed Site,Non Switch,1,-   ,-   ,1
2G,HWY3086,ISB010,HWY3086__S_Kaller_Sydean,Huawei,KALLAR SYEDAN,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.4423,73.3547,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,2214,Fixed Site,Non Switch,1,-   ,-   ,1
2G,RWP0473,ISB007,RWP0473__S_NavalAnchorage,Huawei,RAWALPINDI,Huawei,Diamond,Diamond,Macro,North,Mobiserve,R1,13.0,N1-RWP-01,33.5703,73.1998,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,2291,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RWP0491,ISB007,RWP0491__S_Amerpura,Huawei,RAWALPINDI,Huawei,Gold,Gold,Macro,North,Mobiserve,R1,13.0,N1-RWP-02,33.6219,73.068,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,750,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RWP7372,ISB007,RWP7372__T_GreenValley_Hypermart,Huawei,RAWALPINDI,Huawei,Bronze,Bronze,Micro,North,Mobiserve,R1,11.0,N1-RWP-01,33.5267,73.0969,2G/LTE,CP Prime,Indoor,Genset not Installed,JAZZ,,,749,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RWP7324,ISB007,RWP7324__S_AttockHouse,Huawei,RAWALPINDI,Huawei,Bronze,Bronze,Micro,North,Mobiserve,R1,11.0,N1-RWP-01,33.5609,73.0793,2G,CP Prime,Indoor,Genset not Installed,JAZZ,,,685,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR5589,PSH002,RUR5589_H_Near Arbab s CNG Warsak RdArbabSabzAli Khan T,Huawei,PESHAWAR,Huawei,Diamond,Diamond,Macro,North,HNL,R2,18.0,N2-PSH-02,34.04068,71.52621,2G/LTE,CP Prime,Outdoor,Genset not Installed,E.Co,,,607,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,ORM5577,PSH002,ORM5577_H_Near Masjid fateh khel Urmar Miana Peshawar,Huawei,PESHAWAR,Huawei,Gold,Gold,Macro,North,HNL,R1,18.0,N2-PSH-01,33.95845,71.70708,2G/LTE,CP Prime,Outdoor,Genset not Installed,Enfrashare,,,2216,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5567,PSH002,PSH5567_H_Qissa Khawani Peshawar,Huawei,PESHAWAR,Huawei,Bronze,Bronze,Macro,North,HNL,R1,18.0,N2-PSH-01,34.00073,71.56345,2G/LTE,CP Prime,Outdoor,Genset not Installed,Enfrashare,,,3069,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5607,PSH002,PSH5607_HGarhi Qamar Din Near Malik Oil Change Peshawar,Huawei,PESHAWAR,Huawei,Diamond,Diamond,Macro,North,HNL,R1,18.0,N2-PSH-01,33.98379,71.57498,2G/LTE,Standby,Outdoor,Genset Installed,ATL,,,602,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5774,PSH002,PSH5774_H_Abdarra Peshawar,Huawei,PESHAWAR,Huawei,Gold,Gold,Macro,North,HNL,R1,18.0,N2-PSH-01,33.96831,71.50338,2G/LTE,Standby,Outdoor,Genset Installed,E.Co,,,782,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5762,PSH002,PSH5762_H_Warisabad Service Rd Madina Town Peshawar,Huawei,PESHAWAR,Huawei,Diamond,Diamond,Macro,North,HNL,R1,18.0,N2-PSH-01,34.0178,71.61941,2G/LTE,Standby,Outdoor,Genset Installed,E.Co,,,603,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5593,PSH002,PSH5593_H_near Masjid Nawab Rasheed Peer Road,Huawei,PESHAWAR,Huawei,Bronze,Bronze,Macro,North,HNL,R1,18.0,N2-PSH-01,33.9873,71.562,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Guest/CM-PAK Host,,,602,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5583,PSH002,PSH5583_H_Shaheen Muslim Town Peshawar,Huawei,PESHAWAR,Huawei,Diamond,Diamond,Macro,North,HNL,R1,18.0,N2-PSH-01,33.99683,71.60024,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Guest/CM-PAK Host,,,783,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5766,PSH002,PSH5766_H_Dalazak Rd Abdul Raheema Peshawar,Huawei,PESHAWAR,Huawei,Gold,Gold,Macro,North,HNL,R2,18.0,N2-PSH-02,34.04223,71.62218,2G/LTE,Standby,Outdoor,Genset Installed,E.Co,,,2242,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5686,PSH002,PSH5686_H_Dalazak Wadpagga Peshawar,Huawei,PESHAWAR,Huawei,Diamond,Diamond,Macro,North,HNL,R2,18.0,N2-PSH-02,34.050291,71.640816,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,2242,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5681,PSH002,PSH5681_H_Hazrat Jan Rd Larama Landi Sarak,Huawei,PESHAWAR,Huawei,Diamond,Diamond,Macro,North,HNL,R2,18.0,N2-PSH-02,34.0494,71.5645,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,2242,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5682,PSH002,PSH5682_H_Palosi Talarzai -Tahkal Rd Palosi,Huawei,PESHAWAR,Huawei,Gold,Gold,Macro,North,HNL,R2,18.0,N2-PSH-02,34.02716,71.49001,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,601,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5683,PSH003,PSH5683_H_Jamrud Rd - Bara Rd link Phase 7,Huawei,PESHAWAR,Huawei,Diamond,Diamond,Macro,North,HNL,R2,18.0,N2-PSH-02,33.97268,71.41497,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,1804,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5685,PSH002,PSH5685_H_Near ICHS University S Canal Rd Abdarra,Huawei,PESHAWAR,Huawei,Bronze,Bronze,Macro,North,HNL,R1,18.0,N2-PSH-01,33.97953,71.50042,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,1804,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5688,PSH003,PSH5688_H_Shalober Achini Payan Peshawar,Huawei,PESHAWAR,Huawei,Bronze,Bronze,Macro,North,HNL,R1,18.0,N2-PSH-02,33.95333,71.456201,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,782,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5769,PSH002,PSH5769_H_Canal Rd Doran Pur,Huawei,PESHAWAR,Huawei,Bronze,Bronze,Macro,North,HNL,R2,18.0,N2-PSH-02,34.02551,71.62989,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,603,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5698,PSH002,PSH5698_H_Ghafour abad Dir colony Peshawar,Huawei,PESHAWAR,Huawei,Diamond,Diamond,Macro,North,HNL,R1,18.0,N2-PSH-01,33.98566,71.58737,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,602,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5592,PSH002,PSH5592_H_Abdul Wahab Rd Khanmast Colony,Huawei,PESHAWAR,Huawei,Diamond,Diamond,Macro,North,HNL,R1,18.0,N2-PSH-01,33.99979,71.58437,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,783,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5598,PSH002,PSH5598_H_Achini Rd Noudeh Bala Peshawar,Huawei,PESHAWAR,Huawei,Gold,Gold,Macro,North,HNL,R1,18.0,N2-PSH-01,33.98401,71.48317,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,1804,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5696,PSH002,PSH5696_H_Chamkani Peshawar,Huawei,PESHAWAR,Huawei,Gold,Gold,Macro,North,HNL,R1,18.0,N2-PSH-01,34.01288,71.63769,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,603,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5587,PSH002,PSH5587_H_Garhi Qamar Din Peshawar,Huawei,PESHAWAR,Huawei,Diamond,Diamond,Macro,North,HNL,R1,18.0,N2-PSH-01,33.981154,71.580665,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,602,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5692,PSH002,PSH5692_H_Tahkal Payan Peshawar,Huawei,PESHAWAR,Huawei,Gold,Gold,Macro,North,HNL,R2,18.0,N2-PSH-02,34.029987,71.542182,2G/LTE,Standby,Outdoor,Genset Installed,Enfrashare,,,607,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PSH5590,PSH002,PSH5590_H_Hazara Khawani Peshawar,Huawei,PESHAWAR,Huawei,Bronze,Bronze,Macro,North,HNL,R1,18.0,N2-PSH-01,33.99907,71.59356,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Guest/CM-PAK Host,,,,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR3559,LHR005,RUR3559__H_PattokiChunianRd,Huawei,CHUNIAN,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,3.0,C2-NNK-05,30.9976,73.9086,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,606,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR3560,LHR005,RUR3560__H_Halla,Huawei,PATTOKI,Huawei,Hub,Hub,Macro,Central A,Huawei,R1,2.0,C2-NNK-05,31.1193,73.7288,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,3096,Fixed Site,Non Switch,1,-   ,-   ,1
2G,RUR8899,LHR005,RUR8899__S_Dholan,Huawei,PATTOKI,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,3.0,C2-NNK-05,31.0018,73.7379,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,3087,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR9200,LHR011,RUR9200__P_lokiVillage,Huawei,PHOOL NAGAR,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,2.0,C2-NNK-05,31.1909,73.8758,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/UFONE Host,,,1850,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR9605,LHR005,RUR9605__S_DinPurDoba_Near Hameed Textiles,Huawei,PATTOKI,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,2.0,C2-NNK-05,31.0556,73.9155,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,607,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR5593,LHR011,RUR5593__S_Jalleke,Huawei,PHOOL NAGAR,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,3.0,C2-NNK-05,31.16649,73.94907,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,1850,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR5601,LHR011,RUR5601__S_Aunkh,Huawei,PHOOL NAGAR,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,3.0,C2-NNK-05,31.202964,73.900739,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,1850,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR5781,LHR005,RUR5781__S_Chak4Jagoowala,Huawei,PATTOKI,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,3.0,C2-NNK-05,30.99843,73.8742,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,606,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PTT5802,LHR005,PTT5802__S_AsifColony,Huawei,PATTOKI,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,3.0,C2-NNK-05,31.02552,73.84818,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,607,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,HWY6127,LHR005,HWY6127__S_TehsilCourtsPattoki,Huawei,PATTOKI,Huawei,Elite,Elite,Macro,Central A,Huawei,R1,2.0,C2-NNK-05,31.066958,73.873775,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,606,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,HWY2671,FSD333,HWY2671__S_Kot Bahader,ZTE,JHANG,ZTE,Platinum,Platinum,Macro,Central B,Mobiserve,R2,23.0,C5-JHG-06,30.979397,71.954494,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,2397,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR6674,LHR011,RUR6674__S_KanwenMallian,Huawei,RAIWIND,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,28.0,C2-RWD-01,31.166852,74.028588,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,3107,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR6676,LHR012,RUR6676__S_DinaNath,Huawei,PHOOL NAGAR,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,3.0,C2-NNK-05,31.24402,74.018391,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,770,Non Fixed,Non Switch,-   ,-   ,-   ,-   
3G,MRE3889,ISB221,UMRE3889__S_Sky_Lark_Hotel warid_MDME3276,Huawei,MURREE,Huawei OMC,General,General,Macro,North,Mobiserve,R1,15.0,N1-ISB-04,33.9058,73.3886,2G/3G/LTE,Standby,Outdoor,Genset Installed,JAZZ,No,,313,Fixed Site,Non Switch,1,-   ,-   ,1
2G,RUR6654,LHR011,RUR6654_S_GulzarJageer,Huawei,PHOOL NAGAR,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,3.0,C2-NNK-05,31.2237,73.926601,2G/LTE,DC Shared,Outdoor,Genset not Installed,Enfrashare,,,1850,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR6713,LHR005,RUR6713__S_KaniWairen_CMPak41969,Huawei,PATTOKI,Huawei,Gold,Gold,Macro,Central A,Huawei,R1,3.0,C2-NNK-05,31.01141,73.79772,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/CM-PAK Host,,,606,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PTN2493,ISB008,PTN2493__S_Pattan1,Huawei,KOHISTAN,Huawei,Hub,Hub,Macro,North,HNL,R1,16.0,N3-GLT-04,35.1126,73.0055,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2208,Fixed Site,Non Switch,1,-   ,-   ,1
2G,PYN7097,HYD343,PYN7097__S_Patoyoun,ZTE,TANDO ADAM,ZTE,Bronze,Bronze,Macro,South,MES,R2,34.0,S2-MPK-03,25.7394,68.9543,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2401,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,HGW6928,SUK342,HGW6928__S_GOTH DERA WAHAN SHAHEED - UFONE,ZTE,KHAIRPUR,ZTE,Bronze,Bronze,Macro,South,HNL,R2,29.0,S3-GTK-05,27.5124,68.858,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Guest/UFONE Host,,,,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,HGW7161,SUK342,HGW7161__S_Zaraat Camp,ZTE,SALEH PAT,ZTE,Bronze,Bronze,Micro,South,HNL,R2,29.0,S3-GTK-05,27.5637,69.3916,2G/LTE,CP Prime,Outdoor,Genset not Installed,JAZZ,,,2540,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PAT1159,SUK342,PAT1159__S_Kandhra warid_MDSU6779,ZTE,KHAIRPUR,ZTE,Platinum,Platinum,Macro,South,HNL,R2,32.0,S3-GTK-05,27.5833,68.8629,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2464,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,PAT6657,SUK342,PAT6657__S_Goth_Bux_Katpar,ZTE,KHAIRPUR,ZTE,Bronze,Bronze,Macro,South,HNL,R2,32.0,S3-GTK-05,27.5612,68.9093,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,2464,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR6578,SKT002,RUR6578__S_Gadgore,Huawei,SIALKOT,Huawei,Platinum,Platinum,Macro,Central A,Huawei,R1,7.0,C4-NRW-05,32.395937,74.754938,2G/LTE,CP Prime,Outdoor,Genset not Installed,Enfrashare,,,719,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,HWY3266,SKT002,HWY3266__S_KaliSubha,Huawei,GUJRANWALA,Huawei,Diamond,Diamond,Macro,Central A,Huawei,R1,7.0,C4-GUJ-01,32.0559,74.5552,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/CM-PAK Guest,,,3122,Fixed Site,Non Switch,1,-   ,-   ,1
2G,RUR0245,PKP054,RUR0245__S_Chak#32SP,Huawei,PAKPATTAN,Huawei,Diamond,Diamond,Macro,Central A,HNL,R1,1.0,C3-PKT-02,30.3827,73.3117,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,601,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR0246,PKP054,RUR0246__S_Chak#36SP,Huawei,PAKPATTAN,Huawei,Diamond,Diamond,Macro,Central A,HNL,R1,1.0,C3-PKT-02,30.358,73.3347,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR+CM-PAK Guest,,,601,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR0252,MUL327,RUR0252__S_Chak88EB,ZTE,ARIFWALA,ZTE,Platinum,Platinum,Macro,Central A,HNL,R1,25.0,C3-SWL-01,30.3702,72.8532,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,2994,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR0315,SHW002,RUR0315__S_ChowkSikandar,Huawei,PAKPATTAN,Huawei,Elite,Elite,Macro,Central A,HNL,R1,1.0,C3-PKT-02,30.5344,73.4321,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,3104,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR0325,BHP350,RUR0325__S_Chak 57EB,ZTE,ARIFWALA,ZTE,Platinum,Platinum,Macro,Central A,HNL,R1,25.0,C3-SWL-01,30.3205,73.1007,2G/LTE,CP Prime,Outdoor,Genset not Installed,Jazz Host/CM-PAK Guest,,,2553,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR0335,PKP054,RUR0335__S_FerozpurChishtian,Huawei,PAKPATTAN,Huawei,Bronze,Bronze,Macro,Central A,HNL,R1,25.0,C3-PKT-02,30.2172,73.2839,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,600,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR0389,PKP054,RUR0389__S_Chak17SP,Huawei,PAKPATTAN,Huawei,Diamond,Diamond,Macro,Central A,HNL,R1,1.0,C3-PKT-02,30.4018,73.4256,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/CM-PAK Guest,,,3103,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR0581,PKP054,RUR0581__S_Chak19SP,Huawei,PAKPATTAN,Huawei,Elite,Elite,Macro,Central A,HNL,R1,1.0,C3-PKT-02,30.3776,73.3769,2G/LTE,Standby,Outdoor,Genset Installed,Jazz Host/TELENOR Guest,,,601,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR0582,PKP054,RUR0582__S_ShamGarh,Huawei,PAKPATTAN,Huawei,Diamond,Diamond,Macro,Central A,HNL,R1,1.0,C3-PKT-02,30.459,73.4472,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,3103,Non Fixed,Non Switch,-   ,-   ,-   ,-   
2G,RUR0583,PKP054,RUR0583__S_ChakSeithanwala,Huawei,PAKPATTAN,Huawei,Diamond,Diamond,Macro,Central A,HNL,R1,1.0,C3-PKT-02,30.4095,73.3544,2G/LTE,Standby,Outdoor,Genset Installed,JAZZ,,,601,Non Fixed,Non Switch,-   ,-   ,-   ,-   
